id,client_name,client_address,billing_to,service_type,bill_description,ticket_id,billing_date,emailed,comments,invoice_no,invoice_date
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\simran",#13202,2024-04-23,Yes,,,
,GT Bolton Inc.,"12155 Coleraine Dr, Bolton, ON L7E 3A9",GT Bolton Inc.,na,New RDP + DUO gtbolton\accounts2,#13298,2024-04-23,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New VOIP Extension 203
  New 1 IP DECT Phone W56H Cordless
  S/N# 8301523032514342",#13229,2024-04-22,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite = 3 Hours (2:30 pm - 5:30 pm) 
  Location 106 SummerLea
  
  - (#13386)
  2 New Workstations setup done, 2 LCD were brought by the client.
  2 HDMI to Display Converters Installed.
  2 x CPU Details:
  System Model HP EliteDesk 800 G3 SFF
  Processor Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD : 256 GB SSD + 500 GB..
  Serial Number= 2UA7391WBM
  Serial Number= 2UA7391WBX
  
  -(#13403)
  HP - Local Printer Install.
  
  -(#13381)
  2 New VOIP Extensions = 111 & 112
  2 New Hardware = Yealink T54W Installed.",Multiple Tickets,2024-04-22,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite = 1 Hour (9:40 am - 10:40 am) - With Frank (#13318)
  Took all the measurements of Pancake Moulding and Frank made a note of that.",#13318,2024-04-19,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite 2 Visits = 1.5 Hours
  12:15pm - 1:00pm (#13300)
  Location 106 SummerLea
  Went onsite to set up 2nd workstation for Sahil.
  Managed to get CPU and Monitor but no keyboard, no mouse, no display cable onsite to be installed.
  Onsite Visit April 18,2024 5:30pm - 6:00pm (#13300)
  Brought from TechOffice - Keyboard, VGA cable and mouse installed for Sahil.",#13300,2024-04-18,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite 1.5 Hour. 9:30am - 11:00am 
  Location 106 SummerLea
  Anjali Kamboj PC move from warehouse office to 1st floor in Accounts office.
  PC move from Sales Desk to Warehouse Office.",#13302,2024-04-17,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite 9:00AM - 1:00PM = 4 Hours
  Location 106 SummerLea
  Anjali Rana - MAC Setup + Printer Install. (#13216)
  Anjali Kamboj - Office License Install (#13209)
  Jimmy Wokstation setup - incomplete due to missing hardwares. (#13215)
  Workstation swap from Sales desk to Warehouse Cabin. (#13208)
  Varinder Rana Workstation Setup (#13217)
  Sahil Workstation setup + RDP + QB File linking - Sahil (#13183)",Multiple Tickets,2024-04-16,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite 1 Hour. 5:40PM - 6:45PM 
  Location 106 SummerLea
  Jimmy Wokstation setup(#13215)",#13215,2024-04-16,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"4 Dell Laptop Details:- Latitude 7480
  Serial Number 40VNJM2
  Serial Number 81NJHM2
  Serial Number B2WJPQ2
  Serial Number GXR4QQZ
  Installed Physical Memory (RAM) 16.0 GB
  HDD 256 SSD
  Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
  System Model Latitude 7480",#13021,2024-04-15,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New 2 RDP + 2 DUO + 2 Email
  Username: dig\lovepreet & dig\jasmeen",#13105,2024-04-15,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,Office License - Jagruti,#13183,2024-04-15,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite time = 5 hrs - 6:00pm - 11:00pm Brought New Router from Oshawa - Configured MicroTik Router & Installed.
  Installed 2 Workstations 4 Phones, 2 Wireless Base + 4 Cordless
  2 Network Printers configured and installed for all PCs in Reception.
  All RDPs on 7 Workstations setup completed
  1 Workstation + Printer setup done for Jagruti.",#13224,2024-04-14,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"2:00pm - 10:00pm (#13223) (#13220)
  Onsite Hours 8hrs.
  Location 106 SummerLea
  2 - Cisco Catalyst 2960 X Series Installed.
  40 - Cat 6 Cable 6"" Inches Patch Cables
  Installed 5 workstations and 1 network printer.
  Retrieved missing accessories and 2 additional workstations from the warehouse.",#13223,2024-04-13,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite Hours 3 Hours - 5:30 pm - 8:30pm
  Location 106 SummerLea
  Conducted a site survey regarding Rogers fiber circuit.
  Reviewed client's email regarding required equipment and internet speed + With client 
  as he was on phone for the Rogers Support to discuss further.
  Set up 2 workstations - Devon Road:
  1 workstation relocated from warehouse to showroom.
  1 workstation relocated from Anjali Desk on the 1st floor to the sales counter desk.",#13222,2024-04-12,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onroad 1 hr.
  Went to RTC to purchase the Patch Panel 6"" Cables.",#13379,2024-04-12,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\arshdeep",#13071,2024-04-11,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite Survey:- 1 Hour
  Speed was very slow 20Mbps download and 0.5mbps upload. That was only active internet available.",#13221,2024-04-11,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"2 New Extensions has been created .
  • x 127 for Ritika
  • x 128 for Harry",#13074,2024-04-10,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"New 1 CPU + 2 LCD + 1HDMI cable + HDMI to Display converter.
  
  CPU :-
  HP EliteDesk 800 G3 SFF
  (RAM) 16.0 GB
  i7-6700 CPU @ 3.40GHz, 3408 Mhz, 4 Core(s), 8 Logical Processor(s)
  256GB(SSD) + 500GB
  SerialNumber: 2UA7262VCM
  
  2 Dell LCD 23"" Model = ""Dell p2319h""
  1HDMI cable 
  1 HDMI to Display converter installed",#13048,2024-04-10,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,New User joined Nirav - support/setup #13048,#13079,2024-04-10,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,New 1 Display Port cable installed. Lavjeet Singh Desk - DUAL screen,#13075,2024-04-10,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\kdhawan",#12878,2024-04-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\bsidhu",#12939,2024-04-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\harsimrat",#12972,2024-04-08,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,New user - Ritika (Safety Department) - New email created,#13029,2024-04-08,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,New user - Lavjeet Singh (Safety Department),#13028,2024-04-08,Yes,,,
,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
 Brampton, ON L6W 3K7
 905-230-0700",MSS MACHINING & FABRICATION,na,"Location - 1075 LORIMAR DRIVE
  Virus Infected PC - HIGH Severity
  SerialNumber : 2UA7391WC2
  Complete clean up.",#12513,2024-03-20,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\ksharma",#11955,2024-03-05,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"2 Black Cartridges
  PRINTER DETAILS: Toshiba E-STUDIO3505AC
  Location: Warehouse",#11238,2024-02-29,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"New Hardware Installed:-
  1 - Cisco Catalyst 2960-X Series Switch
  24 - Cat5E Cables Orange 7 Feet (Patch panel to switch)",#11956,2024-02-28,Yes,,,
,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
 Brampton, ON L6W 3K7
 905-230-0700",MSS MACHINING & FABRICATION,na,"Location - 1075 LORIMAR DRIVE
  Onsite visit for MS - Office Support.
  Time = 1.5 hrs.
  Customer Sign off sheet collected.",#11846,2024-02-22,Yes,,,
,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
 Brampton, ON L6W 3K7
 905-230-0700",MSS MACHINING & FABRICATION,na,"Location - 1075 LORIMAR DRIVE
  New Install - 1 CPU + 2 LCD Dell 27"" S2721H + 1 HDMI to Display Converter 
  Onsite Time - 1 Hour.
  CPU Details:-
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz, 3601 Mhz, 4 Core(s), 8 Logical Processor(s)
  SerialNumber : 2UA7391WC2
  Installed Physical Memory (RAM) 16.0 GB
  HDD : 256 GB SSD + 500 GB.",#11838,2024-02-21,Yes,,,
,Qliq Inc.,"130 Matheson Blvd E #1, Mississauga, ON L4Z 1V4",Qliq Inc.,na,New UPS Installed - EATON,#11818,2024-02-16,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"Adobe DC Pro installed 
  User:- Baljeet
  System Name SIMRAN-PC
  System Manufacturer LENOVO
  System Model 2756BW3
  SerialNumber - MJWCZKH",#11603,2024-02-09,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"Office 365 License installed 
  User:- Bhavdeep PC",#11612,2024-02-09,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"Office 365 License installed 
  User:- Baljeet
  System Name SIMRAN-PC
  System Manufacturer LENOVO
  System Model 2756BW3
  SerialNumber - MJWCZKH",#11582,2024-02-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\hmahmood",#11383,2024-02-07,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"User: Jasmeet Singh
  Laptop:-Dell Latitude 7480
  SerialNumber : 4JGWPQ2
  OS Name Microsoft Windows 10 Pro
  Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz
  256 GB -SSD + (RAM) 16.0 GB",#11512,2024-02-06,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,Onsite Visit - Windows Install - Viren PC,#11492,2024-02-02,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,Office 365 License Installed - India PC,#11497,2024-02-01,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"User: Hamza Mahmood
  Laptop:-Dell Latitude 7480
  SerialNumber : 73X1QQ2
  OS Name Microsoft Windows 10 Pro
  Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz
  256 GB -SSD + (RAM) 16.0 GB",#11253,2024-01-30,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\manpreet",#11345,2024-01-30,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  Username: dig\jasmeet",#11191,2024-01-23,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,2 Power Adapters of Phones + 1 Mini Switch (4port) Installed.onsite.,#11031,2024-01-17,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"5 NEW VOIP DEVICES + 5 Power Adapters installed and setup Onsite.
  S/N Hardware 
  301086F051004310 Yealink SIP -T53
  301086F051006381 Yealink SIP -T53
  301086F051006364 Yealink SIP -T53
  301086F051005264 Yealink SIP -T53
  301086F051006785 Yealink SIP -T53",#10591,2024-01-17,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,"Emails Flooding out. Locked by Microsoft
  Affected PC Cleaned. (Anti Virus/ Anti Malware / Cleaner ran). Emails Flooding from PC, collaborated with Godaddy and followed preventive measure before sending the request to unlock the emails from Microsoft. Process start day 12 Jan 2024 - Test finished 16 Jan 2024.",#10841,2024-01-16,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New Emai created :- PolicyInquiries@dig.insure,#10775,2024-01-09,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,New RDP + DUO User: Tanya Rana,#10745,2024-01-08,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,recruiting@metrox.ca Email activation with ExchangePlan1,#10753,2024-01-08,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New User - QB Only
  Kruti Patel",#10625,2024-01-03,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"Full Holiday Day Spent
  Avaal Migration from Old to New Server along with Application setup and Connectivity on 6 Nodes
  Server: - A_Aval_SVR | Client:- A_Node1 to Node 6",#10581 #10580,2024-01-01,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"Created New Server Node:-
  A_Aval_SVR",#10579,2024-01-01,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"1 DC Domain Controller + 1 File Server + 7 Nodes Setup Completed
  (Setup of Apps, Profiles and Data Migration)",#9744,2023-12-29,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"New Router Purchased and Configured to be used with Rogers Fiber.
  Onsite Visit for ISP Changeover.",#10138,2023-12-29,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Location: Oakville 
  Office licenses installed on new PC",#10333,2023-12-21,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"User: Lajwinder Grewal
  Laptop:-Dell Latitude 7480
  SerialNumber : 4J43QQ2
  OS Name Microsoft Windows 10 Pro
  Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz
  256 GB -SSD + (RAM) 16.0 GB",#9730,2023-12-20,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"User: Lovepreet Kaur
  Windows 10 Pro Installed 
  Dell XPS",#10175,2023-12-15,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,Onsite visit ;- Patch Panel Cable change,#10091,2023-12-12,Yes,,,
,Fusion Placement Solutions,"7370 Bramalea Rd Unit 8, Mississauga, ON L5S 1N6",Fusion Placement Solutions,na,Virus Removal from Parmjit PC,#10099,2023-12-12,Yes,,,
,Supreme Wire Products Ltd.,"20 Newkirk Ct Unit 11,
 Brampton, ON L6Z 0J8",Supreme Wire Products Ltd.,na,"New Location - Country Side & Great Lakes
  Power Adapter Installed for Yealink T54W",#9853,2023-12-11,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"DUO+ RDP + QB - User Activation 
  User:- Shikha (Oakville)",#10060,2023-12-08,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Location- Oakville
  New Yealink T54W details :-
  ?MAC Address 24:9A:D8:80:0E:39
  Machine ID 201081F051206263
  Wi-Fi MAC 24:9A:D8:5C:3C:84",#9918,2023-12-08,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Location - Oakville
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz, 3601 Mhz, 4 Core(s), 8 Logical Processor(s)
  SerialNumber : 2UA6031ZSJ
  Installed Physical Memory (RAM) 16.0 GB
  HDD : 256 GB SSD + 500 GB.",#9919,2023-12-08,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,New RDP + DUO + QB - Ms. Manreet Toor,#9912,2023-12-07,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New RDP + DUO + Email
  New User: - Rashmeen Kaur",#9723,2023-12-06,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New CPU Installed @ Warehouse
  Dell Precision T1700
  RAM 16GB
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  HDD 256 GB SSD + 500 GB
  SerialNumber BPQ3V12",#9827,2023-12-05,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New 1 VOIP Account + New Phone + New Cordless Phones installed.
  T54W Yealink VOIP – 1Qty.
  - S/N# 201081F051209236
  IP DECT Phone W56H Cordless 1Qty.
  - S/N# - 8301523032517102",#9493,2023-12-05,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Network Printer Service :-
  Toshiba e-STUDIO3505AC",#9464,2023-12-05,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"3 New T54W Yealink installed.
  3 New Power adapters for T54W installed.
  3 New VOIP Accounts
  Details:-
  S/N# 201081F051207094 - Ext# 124
  S/N# 201081F051208219 - Ext# 125
  S/N# 201081F051208917 - Ext# 126",#9749,2023-12-05,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"Installed dvi cable - 1 Qty
  Installed dvi to display converter - 1 Qty",#9851,2023-12-05,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,"New PC Setup - Details:-
  New Desktop - HP Elite Desk 800 G3 - i7-6th gen, 256 NVMe + 500 GB + 16 GB RAM
  LCD - Dell 22""",#9172,2023-11-20,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,Email Migration to Office 365.,#9400,2023-11-19,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New User: - Manpreet Saini
  RDP + DUO + Email + New Laptop
  Laptop Details:-SerialNumber
  5CG8060SLG
  HP EliteBook 840 G3
  i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
  (RAM) 16.0 GB (HDD -250GB)",#9128,2023-11-17,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,Microsoft Teams setup for Metrox,#8868,2023-11-09,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,Ran new Cat 5e cable to Simar's Office for Printer. (Terminated and Tested.),#8559,2023-11-08,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,Re-terminated and Tested. The printer Jack @ reception.,#8404,2023-11-08,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,All Emails Migration Done to Office 365,#8734,2023-10-31,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,Onsite Printer Install,#8856,2023-10-27,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New Desktop - HP EliteDesk 800 G3
  i7-6th gen, 256 NVme + 500 GB + 16 GB RAM",#8843,2023-10-26,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,New BLIP user - Vinay Gogna,#8805,2023-10-25,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"7 CPUs installed - HP EliteDesk 800 G3
  i7-6th gen, 256 NVme + 500 GB + 16 GB",#8734,2023-10-18,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"Installed:-
  2 New DVI cables
  2 New DVI to Display Port Converters",#8734,2023-10-18,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - user setup for Sukriti Sharma,#8660,2023-10-13,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,New License - Office 365 Bhavdeep PC,#8673,2023-10-12,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,Emails Migration to Office 365,#8673,2023-10-12,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,Onsite Visit + New HDMI to DVI converter Installed,#8600,2023-10-06,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,Pending,#8404,2023-09-21,Yes,,,
,GT Bolton Inc.,"12155 Coleraine Dr, Bolton, ON L7E 3A9",GT Bolton Inc.,na,"Office licenses are activated for the following 5 RDP:-
  ""Customer CC used""
  GTBN1
  GTBN2
  GTBN3
  GTBN4
  GTBN5",#8375,2023-09-20,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,"Onsite Printer Service - Brother MFC-L5700DW
  Cleanup of toner + drum + corona Wire. Drum reset. 
  Resolved and User tested ok.",#8360,2023-09-18,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Onsite Installation:-
  Synology - Disk Station DS923+ 4-BAY
  Serial Number: 2440TQR9V3YX6",#18220,2023-09-18,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Email, PowerBroker ID and Applied ID created only. - User Sandeep Kaur Boparai",#19338,2023-09-18,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"1 New Laptop delivered to Office Reception.
  Laptop - Dell Latitude E7470 - S/N# FP9B1G2
  Details:-
  Laptop - Dell Latitude E7470 
  · Operating System Windows 10 Pro 64-bit 
  · CPU Intel Core i5 6300U @ 2.40GHz 
  · RAM 16.0GB Dual-Channel DDR4 @ 1064MHz 
  · Motherboard Dell Inc. 0T6HHJ 
  · Graphics o Generic Non-PnP Monitor (1920x1080@32Hz)
  o Intel HD Graphics 520 (Dell)
  · Storage 256GB (SATA (SSD) 
  · Audio Realtek Audio",#8339,2023-09-15,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - user setup for Harsirat Toor,#8289,2023-09-14,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - user setup for Pawandeep Gill,#8269,2023-09-12,Yes,,,
,Qliq Inc.,"130 Matheson Blvd E #1, Mississauga, ON L4Z 1V4",Qliq Inc.,na,Onsite visit to configure Office Cams on User new Mobile.,#8305,2023-09-12,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - user setup for Amandeep Hazra,#8253,2023-09-11,Yes,,,
,Ontario Transway,"2020 Clark Blvd. Unit # 1B
 Brampton ON, L6T 5R4",Ontario Transway,na,Onsite visit to connect 4 Yealink phones onto HotSpots.,#8282,2023-09-09,Yes,,,
